Symbol,Name,LastSale,NetChange,Change,MarketCap,Volume,Sector,Industry,
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,$12.91,0.1,0.781%,373287589,148811,Finance,Finance Companies,
EFX,Equifax Inc. Common Stock,$230.79,2.36,1.033%,28175905526,724134,Technology,Advertising,
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,$11.195,-0.065,-0.577%,46373351,5080,Finance,Trusts Except Educational Religious and Charitable,
EGHT,8x8 Inc Common Stock,$10.55,0.3,2.927%,1248392936,2030550,Technology,EDP Services,
EGP,EastGroup Properties Inc. Common Stock,$190.47,0.47,0.247%,7856781789,224441,Consumer Services,Real Estate Investment Trusts,
EGY,VAALCO Energy Inc.  Common Stock,$5.12,-0.43,-7.748%,300152069,1981710,Energy,Oil & Gas Production,
EHC,Encompass Health Corporation Common Stock,$68.02,1.49,2.24%,6763787384,537359,Health Care,Medical Specialities,
EHI,Western Asset Global High Income Fund Inc Common Stock,$8.13,0.04,0.494%,184529025,57445,Finance,Investment Managers,
EIG,Employers Holdings Inc Common Stock,$40.54,-0.4,-0.977%,1124152430,138810,Finance,Property-Casualty Insurers,
EIX,Edison International Common Stock,$66.13,1.51,2.337%,25175488973,1374951,Public Utilities,Electric Utilities: Central,
EL,Estee Lauder Companies Inc. (The) Common Stock,$258.90,8.52,3.403%,92858762028,2173990,Consumer Non-Durables,Package Goods/Cosmetics,
ELAN,Elanco Animal Health Incorporated Common Stock,$25.47,0.27,1.071%,12052066573,4639886,Health Care,Biotechnology: Pharmaceutical Preparations,
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,$40.05,-0.03,-0.075%,0,6484,Health Care,Biotechnology: Pharmaceutical Preparations,
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,$24.94,0.12,0.483%,0,12542,,,
ELF,e.l.f. Beauty Inc. Common Stock,$23.93,0.74,3.191%,1247247944,373193,Consumer Non-Durables,Package Goods/Cosmetics,
ELS,Equity Lifestyle Properties Inc. Common Stock,$73.70,0.66,0.904%,13703436327,746330,Consumer Services,Real Estate Investment Trusts,
ELVT,Elevate Credit Inc. Common Stock,$3.05,0,0.00%,94427527,59223,Finance,Finance Companies,
ELY,Callaway Golf Company Common Stock,$21.82,0.13,0.599%,4040781540,1799797,Consumer Non-Durables,Recreational Products/Toys,
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,$9.76,0.17,1.773%,592881077,893281,Finance,Finance/Investors Services,
EME,EMCOR Group Inc. Common Stock,$117.62,1.95,1.686%,6194592445,243891,Capital Goods,Engineering & Construction,
EMF,Templeton Emerging Markets Fund Common Stock,$12.50,-0.19,-1.497%,200852363,44277,Finance,Finance/Investors Services,
EMN,Eastman Chemical Company Common Stock,$106.00,-0.08,-0.075%,13670595068,1208879,Basic Industries,Major Chemicals,
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,$24.35,-0.67,-2.678%,319159273,118781,Finance,Investment Managers,
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,$24.85,0.08,0.323%,0,8936,,,
EMR,Emerson Electric Company Common Stock,$92.65,0.33,0.357%,55034100000,3984075,Capital Goods,Industrial Machinery/Components,
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,$24.96,0.04,0.161%,0,366,Public Utilities,Power Generation,
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,$25.17,0.13,0.519%,0,9722,,,
ENR,Energizer Holdings Inc. Common Stock,$29.89,0.27,0.912%,2129666296,715350,Basic Industries,Metal Fabrications,
ENS,EnerSys Common Stock,$72.46,0.81,1.13%,2988989637,154584,Consumer Non-Durables,Telecommunications Equipment,
ENV,Envestnet Inc Common Stock,$72.45,0.53,0.737%,3971687627,195484,Technology,EDP Services,
ENVA,Enova International Inc. Common Stock,$35.10,-0.64,-1.791%,1174514024,299534,Finance,Finance: Consumer Services,
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),$3.04,0.03,0.997%,147354184,67127,Health Care,Medical Specialities,
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,$4.92,0.03,0.613%,212757966,242797,Finance,Investment Managers,
EOG,EOG Resources Inc. Common Stock,$113.82,-2.02,-1.744%,66629027768,5414772,Energy,Oil & Gas Production,
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,$18.05,0.18,1.007%,714932252,71629,Consumer Services,Real Estate Investment Trusts,
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$19.05,-0.03,-0.157%,295998119,19556,Finance,Trusts Except Educational Religious and Charitable,
EP^C,El Paso Corporation Preferred Stock,$47.51,-0.33,-0.69%,,832,,,
EPAC,Enerpac Tool Group Corp. Common Stock,$19.61,0.3,1.554%,1182856492,233233,Capital Goods,Industrial Machinery/Components,
EPAM,EPAM Systems Inc. Common Stock,$225.04,5.04,2.291%,12799946417,2450614,Technology,EDP Services,
EPD,Enterprise Products Partners L.P. Common Stock,$24.18,-0.4,-1.627%,52624858414,8032579,Public Utilities,Natural Gas Distribution,
EPR,EPR Properties Common Stock,$51.68,-0.03,-0.058%,3874347015,528215,Consumer Services,Real Estate Investment Trusts,
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,$24.89,0.1,0.403%,,5332,,,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,$32.63,-0.095,-0.29%,,472,,,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,$23.53,1.26,5.658%,,39132,,,
EPRT,Essential Properties Realty Trust Inc. Common Stock,$24.81,0.14,0.567%,3116264987,1373592,Consumer Services,Real Estate Investment Trusts,
EQC,Equity Commonwealth Common Shares of Beneficial Interest,$27.05,0.09,0.334%,3059233951,821606,Consumer Services,Real Estate Investment Trusts,
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,$27.3201,-0.0499,-0.182%,,352,,,
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,$9.865,-0.0036,-0.036%,510513750,126941,,,
EQH,Equitable Holdings Inc. Common Stock,$30.49,0.24,0.793%,11877619151,2338721,,,
EQH^A,Equitable Holdings Inc. Depositary Shares,$22.78,-0.04,-0.175%,,69762,,,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,$19.39,0.03,0.155%,,33692,,,
EQR,Equity Residential Common Shares of Beneficial Interest,$87.39,1.01,1.169%,32851407778,1291786,Consumer Services,Real Estate Investment Trusts,
EQS,Equus Total Return Inc. Common Stock,$2.57,-0.01,-0.388%,34741635,1165,Finance,Finance/Investors Services,
EQT,EQT Corporation Common Stock,$25.64,0.22,0.865%,9641236130,7513849,Energy,Oil & Gas Production,
ES,Eversource Energy (D/B/A) Common Stock,$84.17,0.95,1.142%,28991506804,3722481,Public Utilities,Electric Utilities: Central,
ESE,ESCO Technologies Inc. Common Stock,$71.46,1.96,2.82%,1857439485,105436,Capital Goods,Telecommunications Equipment,
ESI,Element Solutions Inc. Common Stock,$21.46,0.23,1.083%,5325588367,2016258,Basic Industries,Industrial Specialties,
ESRT,Empire State Realty Trust Inc. Class A Common Stock,$9.52,0.29,3.142%,1619623872,2016526,Consumer Services,Real Estate Investment Trusts,
ESS,Essex Property Trust Inc. Common Stock,$335.27,1.27,0.38%,21875828721,258059,Consumer Services,Real Estate Investment Trusts,
ESTC,Elastic N.V. Ordinary Shares,$70.07,3,4.473%,6549372199,1895927,Technology,Computer Software: Prepackaged Software,
ESTE,Earthstone Energy Inc. Class A Common Stock,$12.27,0.27,2.25%,1320298503,604386,Energy,Oil & Gas Production,
ET,Energy Transfer LP Common Units ,$9.75,-0.07,-0.713%,30057578021,23108959,Public Utilities,Natural Gas Distribution,
ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,$23.04,0.04,0.174%,,48762,,,
ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,$23.96,-0.0407,-0.17%,,29156,,,
ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,$23.99,0.04,0.167%,,21993,,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,$16.41,0.19,1.171%,466731251,34603,Finance,Trusts Except Educational Religious and Charitable,
ETD,Ethan Allen Interiors Inc. Common Stock,$26.11,-0.26,-0.986%,660611486,304761,Consumer Durables,Home Furnishings,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,$18.38,0.37,2.054%,1402397933,79271,Finance,Investment Managers,
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,$25.23,-0.12,-0.473%,,2205,,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,$9.30,0.11,1.197%,606808111,212877,Finance,Finance Companies,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,$26.92,0.69,2.631%,436880157,30630,Finance,Investment Managers,
ETR,Entergy Corporation Common Stock,$111.25,0.98,0.889%,22586827398,1181443,Public Utilities,Electric Utilities: Central,
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,$15.16,0.22,1.473%,1601214299,362305,Finance,Trusts Except Educational Religious and Charitable,
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,$9.74,0.16,1.67%,1064109649,170708,Finance,Investment Managers,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,$13.33,0.19,1.446%,2077225217,102362,Finance,Finance Companies,
EVA,Enviva Inc. Common Stock,$77.97,1.46,1.908%,4757957930,401391,,,
EVC,Entravision Communications Corporation Common Stock,$6.22,0.15,2.471%,531352021,305042,Consumer Services,Broadcasting,
EVF,Eaton Vance Senior Income Trust Common Stock,$6.09,0.02,0.329%,106811645,95375,Finance,Trusts Except Educational Religious and Charitable,
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,$11.32,0.05,0.444%,151952877,52720,Finance,Investment Managers,
EVH,Evolent Health Inc Class A Common Stock,$28.97,1.13,4.059%,2631267055,716444,Health Care,Managed Health Care,
EVN,Eaton Vance Municipal Income Trust Common Stock,$11.98,0.05,0.419%,475212613,64039,Finance,Investment Managers,
EVR,Evercore Inc. Class A Common Stock,$112.44,1.54,1.389%,4604326699,333878,Finance,Investment Managers,
EVRI,Everi Holdings Inc. Common Stock,$21.24,0.69,3.358%,1941531259,666255,Finance,Investment Bankers/Brokers/Service,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,$25.86,0.51,2.012%,1904685070,84356,Finance,Finance Companies,
EW,Edwards Lifesciences Corporation Common Stock,$106.15,3.9,3.814%,66153469438,2251135,Health Care,Industrial Specialties,
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,$11.06,0.31,2.884%,107748146,18800,Finance,Trusts Except Educational Religious and Charitable,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,$9.01,0.22,2.503%,2743421302,502194,Finance,Finance Companies,
EXP,Eagle Materials Inc Common Stock,$134.10,0.03,0.022%,5297668240,468316,Capital Goods,Building Materials,
EXPR,Express Inc. Common Stock,$3.36,0.01,0.299%,225308758,2295876,,,
EXR,Extra Space Storage Inc Common Stock,$189.69,-1.66,-0.868%,25447395313,998383,Consumer Services,Real Estate Investment Trusts,
EXTN,Exterran Corporation Common Stock,$5.70,-0.19,-3.226%,189907128,332730,Technology,Diversified Commercial Services,
F,Ford Motor Company Common Stock,$16.06,0.32,2.033%,64308215685,65194397,Capital Goods,Auto Manufacturing,
F^B,Ford Motor Company 6.20% Notes due June 1 2059,$25.20,0.2,0.80%,,46594,,,
F^C,Ford Motor Company 6% Notes due December 1 2059,$25.16,0.16,0.64%,,42040,,,
FAF,First American Corporation (New) Common Stock,$67.59,1.08,1.624%,7390080328,651787,Finance,Specialty Insurers,
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,$7.10,-0.02,-0.281%,72017054,40633,Finance,Finance/Investors Services,
FBC,Flagstar Bancorp Inc. Common Stock,$43.59,0.51,1.184%,2320069250,603979,Finance,Savings Institutions,
FBHS,Fortune Brands Home & Security Inc. Common Stock,$84.32,1.79,2.169%,11313577313,1207754,Consumer Durables,Building Products,
FBK,FB Financial Corporation Common Stock,$46.08,1.38,3.087%,2191743360,414884,Finance,Major Banks,
FC,Franklin Covey Company Common Stock,$42.93,0.65,1.537%,613776692,45440,Consumer Services,Professional Services,
FCF,First Commonwealth Financial Corporation Common Stock,$15.71,-0.09,-0.57%,1481438767,386714,Finance,Major Banks,
FCN,FTI Consulting Inc. Common Stock,$152.17,4.36,2.95%,5226606729,213918,Consumer Services,Professional Services,
FCPT,Four Corners Property Trust Inc. Common Stock,$26.62,0.02,0.075%,2139282706,574147,Consumer Services,Real Estate Investment Trusts,
FCRX,First Eagle Alternative Capital BDC Inc. 5.000% Notes due 2026,$24.80,-0.1,-0.402%,0,136,,,
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,$11.70,0.03,0.257%,303819481,101050,Finance,Finance Companies,
FCX,Freeport-McMoRan Inc. Common Stock,$44.28,-0.24,-0.539%,64417705115,18553886,Basic Industries,Precious Metals,
FDX,FedEx Corporation Common Stock,$216.23,5.1,2.416%,57294320821,1856431,Transportation,Air Freight/Delivery Services,
FE,FirstEnergy Corp. Common Stock,$44.19,-0.06,-0.136%,25203518550,3182049,Public Utilities,Electric Utilities: Central,
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,$9.61,-0.13,-1.335%,47971217,123653,Finance,Investment Managers,
FET,Forum Energy Technologies Inc. Common Stock,$23.30,0.19,0.822%,131708446,124044,Energy,Metal Fabrications,
FF,FutureFuel Corp.  Common shares,$8.45,0.16,1.93%,369799403,383886,Basic Industries,Major Chemicals,
FFA,First Trust Enhanced Equity Income Fund,$19.19,0.27,1.427%,383470661,33686,Finance,Investment Managers,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,$3.93,-0.0037,-0.094%,56464633,10486,Finance,Finance/Investors Services,
FHI,Federated Hermes Inc. Common Stock,$32.79,0.49,1.517%,3017190475,714683,Finance,Investment Managers,
FHN,First Horizon Corporation Common Stock,$23.16,-0.14,-0.601%,12358955751,12615234,Finance,Major Banks,
FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,$26.20,0.47,1.827%,,794,,,
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,$26.17,0.05,0.191%,,403,,,
FHN^D,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,$26.20,0.2,0.769%,,20391,,,
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,$26.1529,0.1829,0.704%,,6802,,,
FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,$22.07,0.04,0.182%,,23257,,,
FICO,Fair Isaac Corproation Common Stock,$478.68,12.65,2.714%,12579525630,225922,Technology,Computer Software: Prepackaged Software,
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,$14.40,0.12,0.84%,237669149,86759,Finance,Finance/Investors Services,
FINV,FinVolution Group American Depositary Shares,$3.20,0.26,8.844%,906804339,1591728,Finance,Finance: Consumer Services,
FIS,Fidelity National Information Services Inc. Common Stock,$92.60,3.54,3.975%,56448099468,5435467,Miscellaneous,Business Services,
FIX,Comfort Systems USA Inc. Common Stock,$91.12,0.44,0.485%,3276387170,174608,Capital Goods,Engineering & Construction,
FL,Foot Locker Inc.,$31.27,1.33,4.442%,3035310982,3274217,Consumer Services,Clothing/Shoe/Accessory Stores,
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,$19.70,0.29,1.494%,205048928,34010,Finance,Trusts Except Educational Religious and Charitable,
FLO,Flowers Foods Inc. Common Stock,$24.81,0.28,1.141%,5248223592,1303045,Consumer Non-Durables,Farming/Seeds/Milling,
FLOW,SPX FLOW Inc. Common Stock,$85.68,-0.12,-0.14%,3603536723,820163,Capital Goods,Industrial Machinery/Components,
FLR,Fluor Corporation Common Stock,$28.00,-0.31,-1.095%,3960173588,1903122,Capital Goods,Oilfield Services/Equipment,
FLS,Flowserve Corporation Common Stock,$33.09,-0.33,-0.987%,4315000559,1285475,Capital Goods,Fluid Controls,
FLT,FleetCor Technologies Inc. Common Stock,$229.41,2.94,1.298%,17867963759,407586,Technology,EDP Services,
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock,$8.85,-0.6,-6.349%,457987500,560920,Finance,Business Services,
FMC,FMC Corporation Common Stock,$127.68,1.67,1.325%,16074030753,1746553,Basic Industries,Agricultural Chemicals,
FMN,Federated Hermes Premier Municipal Income Fund,$12.90,-0.09,-0.693%,148325374,15662,Finance,Finance Companies,
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,$12.83,0.31,2.476%,54054265,6326,Finance,Finance/Investors Services,
FNB,F.N.B. Corporation Common Stock,$12.82,-0.03,-0.233%,4526682400,2586567,Finance,Major Banks,
FNB^E,F.N.B. Corporation Depositary Shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred  Stock Series E,$26.50,-0.26,-0.972%,,3009,,,
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,$48.40,0.44,0.917%,13724798745,1527116,Finance,Specialty Insurers,
FOE,Ferro Corporation Common Stock,$21.70,-0.05,-0.23%,1814757958,556974,Basic Industries,Paints/Coatings,
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,$12.00,-0.11,-0.908%,328414368,76028,Finance,Finance/Investors Services,
FOR,Forestar Group Inc Common Stock ,$17.39,0.53,3.144%,863861606,52768,Finance,Real Estate,
FOUR,Shift4 Payments Inc. Class A Common Stock,$51.91,5.92,12.872%,2960045398,1182115,Technology,EDP Services,
FPH,Five Point Holdings LLC Class A Common Shares,$6.32,0.11,1.771%,443229955,65934,Consumer Services,Real Estate,
FR,First Industrial Realty Trust Inc. Common Stock,$58.34,0.53,0.917%,7688107974,808704,Consumer Services,Real Estate Investment Trusts,
